"Created On","BookingId","Product","Medium","Type","Debit","Credit","Gross Earnings","Bill Number","Available Balance","Utilization","Status","Sub-Type","Deposit Amount","Agent UserId","Payment Reference","Reason","Comments","Payment Fee","Markup","TDS","Ref. Id","Amendment Id","Logged In UserId Id","Booking User Id","Billing Date Time","Entity Code","Transaction Currency","LoggedIn username","Booking username"
"Apr 2, 2024 3:32 PM","301989038230","WALLET_TOPUP","Credit Line","Topup","","197397.77","","282173710159","582966.21","17033.79","Success","Bill Settle","214432","","5030579527","Paid using: hdfc_ccavenue; Payment Fee: 15.00; Merchant Txn Id: 113235393302","","0","0","0","301989038230","","31061288","31061288","Apr 2, 2024 3:32 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 2, 2024 3:32 PM","301989038230","WALLET_TOPUP","Credit Line","Topup","","17033.79","","931418564683","600000","0","Success","Bill Settle","214432","","1774636199","Paid using: hdfc_ccavenue; Payment Fee: 15.00; Merchant Txn Id: 113235393302","","0","0","0","301989038230","","31061288","31061288","Apr 2, 2024 3:32 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 2, 2024 3:32 PM","301989038230","WALLET_TOPUP","Deposit","Topup","","0.44","","","0.44","","Success","","214432","","9699483510","Paid using: hdfc_ccavenue; Payment Fee: 15.00; Merchant Txn Id: 113235393302","","0","0","0","301989038230","","31061288","31061288","","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 6, 2024 6:45 PM","TJ119789370541","AIR","Credit Line","Paid For Order","75137.74","","","","524862.26","75137.74","Success","","75138.18","","9165342471","","","0","0","0","TJ119789370541","","31061288","31061288","Apr 6, 2024 6:45 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 6, 2024 6:45 PM","TJ119789370541","AIR","Deposit","Paid For Order","0.44","","","","0","","Success","","75138.18","","6072070570","","","0","0","0","TJ119789370541","","31061288","31061288","","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 7, 2024 8:31 PM","TJ103389429515","AIR","Credit Line","Paid For Order","15523","","","","509339.26","90660.74","Success","","15523","","6394490332","","","0","0","0","TJ103389429515","","31061288","31061288","Apr 7, 2024 8:31 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 7, 2024 8:31 PM","TJ103389429515","AIR","Credit Line","Commission","","134.98","142.07999999999998","","509474.24","90525.76","Success","Utilisation Adjustment","​-","","6200737883","","","0","0","7.1","TJ103389429515","","31061288","31061288","Apr 7, 2024 8:31 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 8, 2024 3:33 PM","TJ119189480407","AIR","Credit Line","Paid For Order","77035","","","","432439.24","167560.76","Success","","77035","","0087700164","","","0","1000","0","TJ119189480407","","31061288","31061288","Apr 8, 2024 3:33 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 8, 2024 3:39 PM","TJ113689480936","AIR","Credit Line","Paid For Order","81388","","","","351051.24","248948.76","Success","","81388","","2461091911","","","0","1000","0","TJ113689480936","","31061288","31061288","Apr 8, 2024 3:39 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 8, 2024 4:47 PM","TJ110789487618","AIR","Credit Line","Paid For Order","16653.49","","","","334397.75","265602.25","Success","","16653.49","","9403978986","","","0","500","0","TJ110789487618","","31061288","31061288","Apr 8, 2024 4:47 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 8, 2024 4:50 PM","TJ110789487618","AIR","Credit Line","Reverse","","16653.49","","","351051.24","248948.76","Success","Utilisation Adjustment","16653.49","","9993155032","","","0","0","0","TJ110789487618","","81110360","31061288","Apr 8, 2024 4:50 PM","","","Upasana Vaidya","ASPIRE TOURISM INDIA PVT LTD"
"Apr 8, 2024 4:54 PM","TJ112189488509","AIR","Credit Line","Paid For Order","12768.49","","","","338282.75","261717.25","Success","","12768.49","","0274189346","","","0","0","0","TJ112189488509","","31061288","31061288","Apr 8, 2024 4:54 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 8, 2024 5:13 PM","TJ112189488509","AIR","Credit Line","Reverse","","12768.49","","","351051.24","248948.76","Success","Utilisation Adjustment","12768.49","","1379764530","","","0","0","0","TJ112189488509","","21110356","31061288","Apr 8, 2024 5:13 PM","","","Abdul Sattar Dawre","ASPIRE TOURISM INDIA PVT LTD"
"Apr 8, 2024 5:56 PM","TJ103389429515","AIR","Credit Line","Refund","","8373","","543108879640","359424.24","240575.76","Success","Bill Settle","8373","","4024668335","","","0","0","0","TJ103389429515","TJA2489494863","31061288","31061288","Apr 8, 2024 5:56 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 8, 2024 5:56 PM","TJ103389429515","AIR","Credit Line","Commission","134.98","","-142.07999999999998","","359289.26","240710.74","Success","","​-","","1588848376","","","0","0","-7.1","TJ103389429515","TJA2489494863","31061288","31061288","Apr 8, 2024 5:56 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 8, 2024 7:22 PM","309189501886","WALLET_TOPUP","Credit Line","Topup","","75180","","543108879640","434469.26","165530.74","Success","Bill Settle","75180","","5021153199","Paid using: hdfc_ccavenue; Payment Fee: 15.00; Merchant Txn Id: 113243323121","","0","0","0","309189501886","","31061288","31061288","Apr 8, 2024 7:22 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 9, 2024 10:35 AM","TJ110389537109","AIR","Credit Line","Paid For Order","37149","","","","397320.26","202679.74","Success","","37149","","9188585821","","","0","2000","0","TJ110389537109","","31061288","31061288","Apr 9, 2024 10:35 AM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 9, 2024 10:35 AM","TJ110389537109","AIR","Credit Line","Commission","","342","360","","397662.26","202337.74","Success","Utilisation Adjustment","​-","","3874725199","","","0","0","18","TJ110389537109","","31061288","31061288","Apr 9, 2024 10:35 AM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 9, 2024 7:17 PM","TJ106989583536","AIR","Credit Line","Paid For Order","15533","","","","382129.26","217870.74","Success","","15533","","2634529746","","","0","0","0","TJ106989583536","","31061288","31061288","Apr 9, 2024 7:17 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 9, 2024 7:17 PM","TJ106989583536","AIR","Credit Line","Commission","","150.79","158.73","","382280.05","217719.95","Success","Utilisation Adjustment","​-","","3243119607","","","0","0","7.94","TJ106989583536","","31061288","31061288","Apr 9, 2024 7:17 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 10, 2024 1:37 PM","308889641920","WALLET_TOPUP","Credit Line","Topup","","6972.76","","543108879640","389252.81","210747.19","Success","Bill Settle","6973","","2351286378","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 4400165630885","","0","0","0","308889641920","","31061288","31061288","Apr 10, 2024 1:37 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 10, 2024 1:37 PM","308889641920","WALLET_TOPUP","Credit Line","Topup","","0.24","","","389253.05","210746.95","Success","Utilisation Adjustment","6973","","2133425313","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 4400165630885","","0","0","0","308889641920","","31061288","31061288","Apr 10, 2024 1:37 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 10, 2024 2:47 PM","TJ108089648043","AIR","Credit Line","Paid For Order","79448","","","","309805.05","290194.95","Success","","79448","","0366849660","","","0","0","0","TJ108089648043","","31061288","31061288","Apr 10, 2024 2:47 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 10, 2024 2:47 PM","TJ108089648043","AIR","Credit Line","Commission","","1390.68","1463.8400000000001","","311195.73","288804.27","Success","Utilisation Adjustment","​-","","2107769354","","","0","0","73.16","TJ108089648043","","31061288","31061288","Apr 10, 2024 2:47 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 11, 2024 3:34 PM","TJ114189731181","AIR","Credit Line","Paid For Order","53224","","","","257971.73","342028.27","Success","","53224","","7149885517","","","0","1200","0","TJ114189731181","","31061288","31061288","Apr 11, 2024 3:34 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 11, 2024 3:34 PM","TJ114189731181","AIR","Credit Line","Commission","","629.54","662.68","","258601.27","341398.73","Success","Utilisation Adjustment","​-","","4354756232","","","0","0","33.14","TJ114189731181","","31061288","31061288","Apr 11, 2024 3:34 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 12, 2024 1:20 PM","309889798183","WALLET_TOPUP","Credit Line","Topup","","50000","","","308601.27","291398.73","Success","Utilisation Adjustment","50000","","0768560424","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 4400166124070","","0","0","0","309889798183","","31061288","31061288","Apr 12, 2024 1:20 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 14, 2024 2:57 PM","TJ101489958494","AIR","Credit Line","Paid For Order","33404","","","","275197.27","324802.73","Success","","33404","","7020897092","","","0","1800","0","TJ101489958494","","31061288","31061288","Apr 14, 2024 2:57 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 14, 2024 2:57 PM","TJ101489958494","AIR","Credit Line","Commission","","158.1","166.42","","275355.37","324644.63","Success","Utilisation Adjustment","​-","","9738998772","","","0","0","8.32","TJ101489958494","","31061288","31061288","Apr 14, 2024 2:57 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 15, 2024 12:05 PM","TJ111590011844","AIR","Credit Line","Paid For Order","58018","","","","217337.37","382662.63","Success","","58018","","5151599423","","","0","3600","0","TJ111590011844","","31061288","31061288","Apr 15, 2024 12:05 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 15, 2024 12:05 PM","TJ111590011844","AIR","Credit Line","Commission","","342","360","","217679.37","382320.63","Success","Utilisation Adjustment","​-","","4461470427","","","0","0","18","TJ111590011844","","31061288","31061288","Apr 15, 2024 12:05 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 15, 2024 12:13 PM","TJ119790013129","AIR","Credit Line","Paid For Order","30608","","","","187071.37","412928.63","Success","","30608","","3236302083","","","0","4100","0","TJ119790013129","","31061288","31061288","Apr 15, 2024 12:13 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 15, 2024 12:13 PM","TJ119790013129","AIR","Credit Line","Commission","","190","200","","187261.37","412738.63","Success","Utilisation Adjustment","​-","","3485671868","","","0","0","10","TJ119790013129","","31061288","31061288","Apr 15, 2024 12:13 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 15, 2024 8:01 PM","TJ110990062598","AIR","Credit Line","Paid For Order","29009","","","","158252.37","441747.63","Success","","29009","","9937109162","","","0","300","0","TJ110990062598","","31061288","31061288","Apr 15, 2024 8:01 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 15, 2024 8:01 PM","TJ110990062598","AIR","Credit Line","Commission","","171","180","","158423.37","441576.63","Success","Utilisation Adjustment","​-","","0647647395","","","0","0","9","TJ110990062598","","31061288","31061288","Apr 15, 2024 8:01 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 15, 2024 8:14 PM","TJ119790063504","AIR","Credit Line","Paid For Order","15304","","","","143119.37","456880.63","Success","","15304","","9651138630","","","0","1900","0","TJ119790063504","","31061288","31061288","Apr 15, 2024 8:14 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 15, 2024 8:14 PM","TJ119790063504","AIR","Credit Line","Commission","","95","100","","143214.37","456785.63","Success","Utilisation Adjustment","​-","","1254492692","","","0","0","5","TJ119790063504","","31061288","31061288","Apr 15, 2024 8:14 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 15, 2024 8:44 PM","008856080048","NA","Credit Line","Temporary Limit Change","","100000","","","243214.37","456785.63","Success","","​-","","9103866646","CLR192628-Balu G,S Karthikeyan(51051718)-Sufiyan surathiya-Limit","","0","0","0","008856080048","","71069098","31061288","Apr 15, 2024 8:44 PM","","","sufiyan surathiya","ASPIRE TOURISM INDIA PVT LTD"
"Apr 16, 2024 10:20 AM","305790093247","WALLET_TOPUP","Credit Line","Topup","","157000","","473882537766","400214.37","299785.63","Success","Bill Settle","157000","","6999799390","Paid using: hdfc_ccavenue; Payment Fee: 15.00; Merchant Txn Id: 113252904595","","0","0","0","305790093247","","31061288","31061288","Apr 16, 2024 10:20 AM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 17, 2024 11:19 AM","304190195651","WALLET_TOPUP","Credit Line","Topup","","30000","","473882537766","430214.37","269785.63","Success","Bill Settle","30000","","3603738519","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 2200167326790","","0","0","0","304190195651","","31061288","31061288","Apr 17, 2024 11:19 AM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 17, 2024 3:02 PM","308690220934","WALLET_TOPUP","Credit Line","Topup","","20000","","473882537766","450214.37","249785.63","Success","Bill Settle","20000","","1360635156","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 2200167413949","","0","0","0","308690220934","","31061288","31061288","Apr 17, 2024 3:02 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 17, 2024 4:43 PM","306390231549","WALLET_TOPUP","Credit Line","Topup","","100000","","473882537766","550214.37","149785.63","Success","Bill Settle","100000","","3264904172","Paid using: hdfc_ccavenue; Payment Fee: 15.00; Merchant Txn Id: 113254765323","","0","0","0","306390231549","","31061288","31061288","Apr 17, 2024 4:43 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 17, 2024 4:45 PM","305790232026","WALLET_TOPUP","Netbanking","Topup","20260","","","","0","","Failure","","20245","","2123116646","Payment Failed. Paid using: hdfc_ccavenue; Payment Fee: 15.00; Failure reason: ","","15","0","0","305790232026","","31061288","31061288","","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 17, 2024 4:50 PM","304290232572","WALLET_TOPUP","Credit Line","Topup","","17644.63","","473882537766","567859","132141","Success","Bill Settle","20245","","1001687331","Paid using: hdfc_ccavenue; Payment Fee: 15.00; Merchant Txn Id: 113254776179","","0","0","0","304290232572","","31061288","31061288","Apr 17, 2024 4:50 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 17, 2024 4:50 PM","304290232572","WALLET_TOPUP","Credit Line","Topup","","2600.37","","","570459.37","129540.63","Success","Utilisation Adjustment","20245","","5707603916","Paid using: hdfc_ccavenue; Payment Fee: 15.00; Merchant Txn Id: 113254776179","","0","0","0","304290232572","","31061288","31061288","Apr 17, 2024 4:50 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 19, 2024 5:52 PM","TJ107690429043","AIR","Credit Line","Paid For Order","7714","","","","562745.37","137254.63","Success","","7714","","7489719242","","","0","2000","0","TJ107690429043","","31061288","31061288","Apr 19, 2024 5:52 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 19, 2024 5:52 PM","TJ107690429043","AIR","Credit Line","Commission","","57.1","60.1","","562802.47","137197.53","Success","Utilisation Adjustment","​-","","2996626182","","","0","0","3","TJ107690429043","","31061288","31061288","Apr 19, 2024 5:52 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 22, 2024 12:54 PM","TJ100490645816","AIR","Credit Line","Paid For Order","6924","","","","555878.47","144121.53","Success","","6924","","9097419496","","","0","0","0","TJ100490645816","","31061288","31061288","Apr 22, 2024 12:54 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 22, 2024 12:54 PM","TJ100490645816","AIR","Credit Line","Commission","","80.2","84.42","","555958.67","144041.33","Success","Utilisation Adjustment","​-","","5567830818","","","0","0","4.22","TJ100490645816","","31061288","31061288","Apr 22, 2024 12:54 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 24, 2024 12:07 PM","002232500832","NA","Credit Line","Temporary Limit Change","100000","","","","455958.67","144041.33","Success","","​-","","4504711673","","","0","0","0","002232500832","","","31061288","Apr 24, 2024 12:07 PM","","","","ASPIRE TOURISM INDIA PVT LTD"
"Apr 26, 2024 12:02 PM","307291012042","WALLET_TOPUP","Credit Line","Topup","","70000","","201597987572","525958.67","74041.33","Success","Bill Settle","70000","","9460175360","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 4400169520010","","0","0","0","307291012042","","31061288","31061288","Apr 26, 2024 12:02 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 26, 2024 12:12 PM","304591013099","WALLET_TOPUP","Credit Line","Topup","","27000","","201597987572","552958.67","47041.33","Success","Bill Settle","27000","","8065944431","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 4400169524257","","0","0","0","304591013099","","31061288","31061288","Apr 26, 2024 12:12 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 26, 2024 12:15 PM","300191013500","WALLET_TOPUP","Credit Line","Topup","","40197.53","","201597987572","593156.2","6843.8","Success","Bill Settle","40198","","8999954560","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 2200169525367","","0","0","0","300191013500","","31061288","31061288","Apr 26, 2024 12:15 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 26, 2024 12:15 PM","300191013500","WALLET_TOPUP","Credit Line","Topup","","0.47","","","593156.67","6843.33","Success","Utilisation Adjustment","40198","","8282389849","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 2200169525367","","0","0","0","300191013500","","31061288","31061288","Apr 26, 2024 12:15 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 26, 2024 1:05 PM","TJ101191018602","AIR","Credit Line","Paid For Order","112146","","","","481010.67","118989.33","Success","","112146","","1286898209","","","0","0","0","TJ101191018602","","31061288","31061288","Apr 26, 2024 1:05 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 26, 2024 1:05 PM","TJ101191018602","AIR","Credit Line","Commission","","1160.16","1221.24","","482170.83","117829.17","Success","Utilisation Adjustment","​-","","6334481691","","","0","0","61.08","TJ101191018602","","31061288","31061288","Apr 26, 2024 1:05 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 29, 2024 1:09 PM","TJ106391251616","AIR","Credit Line","Paid For Order","18556","","","","463614.83","136385.17","Success","","18556","","1955095556","","","0","0","0","TJ106391251616","","31061288","31061288","Apr 29, 2024 1:09 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 29, 2024 1:09 PM","TJ106391251616","AIR","Credit Line","Commission","","102.8","108.2","","463717.63","136282.37","Success","Utilisation Adjustment","​-","","0933797224","","","0","0","5.4","TJ106391251616","","31061288","31061288","Apr 29, 2024 1:09 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 29, 2024 4:00 PM","TJ111391272227","AIR","Credit Line","Paid For Order","6953","","","","456764.63","143235.37","Success","","6953","","1935611127","","","0","0","0","TJ111391272227","TJA9991265609","371457","31061288","Apr 29, 2024 4:00 PM","","","Yusuf Fahim Khan","ASPIRE TOURISM INDIA PVT LTD"
"Apr 29, 2024 4:02 PM","TJ100891271598","AIR","Credit Line","Paid For Order","17424","","","","439340.63","160659.37","Success","","17424","","2291516923","","","0","800","0","TJ100891271598","","31061288","31061288","Apr 29, 2024 4:02 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 29, 2024 4:02 PM","TJ100891271598","AIR","Credit Line","Commission","","94.6","99.55999999999999","","439435.23","160564.77","Success","Utilisation Adjustment","​-","","3418568584","","","0","0","4.96","TJ100891271598","","31061288","31061288","Apr 29, 2024 4:02 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 29, 2024 5:16 PM","TJ110691280527","AIR","Credit Line","Paid For Order","100","","","","439335.23","160664.77","Success","","100","","9958942182","","","0","0","0","TJ110691280527","TJA4191279298","41109244","31061288","Apr 29, 2024 5:16 PM","","","Khan Noor Afsha Anwarul Bag","ASPIRE TOURISM INDIA PVT LTD"
"Apr 30, 2024 10:05 AM","TJ100991320703","AIR","Credit Line","Paid For Order","3824","","","","435511.23","164488.77","Success","","3824","","1331961216","","","0","200","0","TJ100991320703","","31061288","31061288","Apr 30, 2024 10:05 AM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"Apr 30, 2024 10:05 AM","TJ100991320703","AIR","Credit Line","Commission","","23.42","24.650000000000002","","435534.65","164465.35","Success","Utilisation Adjustment","​-","","0121286338","","","0","0","1.23","TJ100991320703","","31061288","31061288","Apr 30, 2024 10:05 AM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 2, 2024 9:59 AM","TJ101891504676","AIR","Credit Line","Paid For Order","4087","","","","0","","Failure","","4087","","9340519198","CreditLine used is locked!. ","","0","200","0","TJ101891504676","","31061288","31061288","","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 2, 2024 9:59 AM","TJ101891504676","AIR","Credit Line","Commission","25.03","","-23.71","","0","","Failure","Utilisation Adjustment","​-","","9123915391","CreditLine used is locked!. ","","0","0","1.32","TJ101891504676","","31061288","31061288","","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 3, 2024 4:45 PM","306691641468","WALLET_TOPUP","Credit Line","Topup","","50000","","665454671413","485534.65","114465.35","Success","Bill Settle","50000","","3704405718","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 3300171441791","","0","0","0","306691641468","","31061288","31061288","May 3, 2024 4:45 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 6, 2024 10:58 AM","306591850290","WALLET_TOPUP","Credit Line","Topup","","30000","","665454671413","515534.65","84465.35","Success","Bill Settle","30000","","0545221506","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 2200172109553","","0","0","0","306591850290","","31061288","31061288","May 6, 2024 10:58 AM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 6, 2024 6:08 PM","301991899151","WALLET_TOPUP","Credit Line","Topup","","24200","","665454671413","539734.65","60265.35","Success","Bill Settle","24200","","6700074790","Paid using: hdfc_ccavenue; Payment Fee: 15.00; Merchant Txn Id: 113278043856","","0","0","0","301991899151","","31061288","31061288","May 6, 2024 6:08 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 7, 2024 11:25 AM","308991949282","WALLET_TOPUP","Credit Line","Topup","","13629.17","","665454671413","553363.82","46636.18","Success","Bill Settle","25000","","4608198155","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 2200172408992","","0","0","0","308991949282","","31061288","31061288","May 7, 2024 11:25 AM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 7, 2024 11:25 AM","308991949282","WALLET_TOPUP","Credit Line","Topup","","11370.83","","101813440796","564734.65","35265.35","Success","Bill Settle","25000","","8553937447","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 2200172408992","","0","0","0","308991949282","","31061288","31061288","May 7, 2024 11:25 AM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 7, 2024 4:55 PM","309691987223","WALLET_TOPUP","Credit Line","Topup","","35265.35","","101813440796","600000","0","Success","Bill Settle","35265.35","","1715432091","Paid using: Payphi; Payment Fee: 0.00; Merchant Txn Id: 2200172541490","","0","0","0","309691987223","","31061288","31061288","May 7, 2024 4:55 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 7, 2024 6:51 PM","TJ118691999396","AIR","Credit Line","Paid For Order","31513","","","","568487","31513","Success","","31513","","1710926578","","","0","5000","0","TJ118691999396","","31061288","31061288","May 7, 2024 6:51 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 7, 2024 6:51 PM","TJ118691999396","AIR","Credit Line","Commission","","342","360","","568829","31171","Success","Utilisation Adjustment","​-","","6514678176","","","0","0","18","TJ118691999396","","31061288","31061288","May 7, 2024 6:51 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 9, 2024 6:34 PM","TJ113292177794","AIR","Credit Line","Paid For Order","24098","","","","544731","55269","Success","","24098","","0318696480","","","0","600","0","TJ113292177794","","31061288","31061288","May 9, 2024 6:34 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 9, 2024 6:51 PM","TJ113092179130","AIR","Credit Line","Paid For Order","77645","","","","467086","132914","Success","","77645","","9072834827","","","0","1500","0","TJ113092179130","","31061288","31061288","May 9, 2024 6:51 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
"May 9, 2024 7:06 PM","TJ113292177794","AIR","Credit Line","Reverse","","24098","","","491184","108816","Success","Utilisation Adjustment","24098","","9354585256","","","0","0","0","TJ113292177794","","41110364","31061288","May 9, 2024 7:06 PM","","","Rizwan Arzbegi","ASPIRE TOURISM INDIA PVT LTD"
"May 9, 2024 7:10 PM","TJ116292181488","AIR","Credit Line","Paid For Order","24098","","","","467086","132914","Success","","24098","","1135403090","","","0","2600","0","TJ116292181488","","31061288","31061288","May 9, 2024 7:10 PM","","","ASPIRE TOURISM INDIA PVT LTD","ASPIRE TOURISM INDIA PVT LTD"
